,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,racepctblack,racePctWhite,racePctAsian,racePctHisp,nonViolPerPop,ViolentCrimesPerPop,State
1558,19.2,38.47,15.41,8.17,51.87,92.25,51.97,2.98,28.72,57.78,41.56,0.41,0.47,10571.42,1336.03,North Carolina
1559,6.84,15.17,23.44,2.87,73.48,96.47,65.67,0.47,37.91,17.59,81.3,0.63,0.79,4638.88,281.32,North Carolina
1560,3.41,11.13,56.72,4.87,71.79,92.29,24.3,0.85,18.9,16.71,78.47,3.7,1.72,6568.61,585.46,North Carolina
1561,15.56,35.31,15.8,4.44,60.47,93.83,61.05,1.08,46.59,31.56,67.76,0.41,0.44,5996.36,1264.79,North Carolina
1562,4.77,13.44,40.56,3.97,68.92,92.64,46.88,1.06,22.25,27.58,69.18,2.47,1.41,5502.07,842.7,North Carolina
1563,11.99,25.12,15.97,4.96,62.3,93.57,40.15,2.6,39.48,47.44,50.33,1.32,1.47,7734.63,1477.94,North Carolina
1564,6.02,19.02,28.35,4.16,70.05,93.29,54.98,3.16,25.91,31.78,65.61,1.82,1.41,7428.52,1787.2,North Carolina
1565,13.74,33.83,14.78,4.09,62.71,93.04,60.95,3.58,46.48,20.56,78.6,0.55,0.55,5655.22,728.37,North Carolina
1566,18.6,40.25,12.41,6.12,60.68,93.31,51.57,2.79,51.5,29.65,68.18,1.47,0.68,7900.17,1012.03,North Carolina
1567,11.71,30.65,20.71,4.31,54.78,92.49,56.42,2.55,40.05,35.19,63.79,0.66,0.59,9154.85,1124.03,North Carolina
1568,18.32,38.79,15.26,6.23,53.76,94.13,58.15,0.95,58.41,38.95,60.35,0.33,0.61,8043.15,499.72,North Carolina
1569,18.01,35.02,18.81,4.05,56.38,92.22,59.99,1.96,48.63,15.37,83.0,1.38,0.38,6579.17,503.48,North Carolina
1570,20.61,42.28,8.87,4.86,57.77,94.14,67.42,2.51,63.07,18.59,80.8,0.31,0.45,5613.23,478.65,North Carolina
1571,17.8,38.36,18.49,8.66,53.71,93.26,56.42,2.34,40.35,30.39,56.66,0.62,0.45,10739.53,962.82,North Carolina
1572,20.22,41.29,7.73,5.85,59.06,94.5,63.52,3.58,38.05,17.99,81.32,0.24,0.63,3214.43,474.31,North Carolina
1573,16.42,34.52,15.32,3.91,63.82,93.48,57.62,1.85,31.01,13.09,85.19,0.68,1.1,7404.06,628.09,North Carolina
1574,12.27,29.52,14.83,6.93,58.03,92.16,58.52,2.46,32.58,34.85,63.24,0.57,1.57,14013.43,1240.39,North Carolina
1575,17.47,39.42,12.49,6.66,57.87,92.54,66.47,1.64,43.85,17.63,81.01,1.14,0.44,9165.53,906.29,North Carolina
1576,8.72,21.54,35.4,4.72,65.21,92.4,44.16,4.02,34.0,45.71,51.71,1.96,1.18,9154.31,1169.38,North Carolina
1577,9.78,26.95,20.74,6.21,57.86,89.0,47.12,2.58,34.82,33.88,64.94,0.57,0.86,9584.68,1202.99,North Carolina
1578,3.34,6.65,71.16,4.42,57.03,92.79,40.5,0.37,23.83,12.53,82.32,4.35,1.57,5046.59,672.46,North Carolina
1579,9.4,24.92,22.99,5.56,56.48,90.96,56.64,2.08,42.52,19.81,79.09,0.61,0.87,7370.37,697.28,North Carolina
1580,13.15,33.76,12.99,3.16,63.89,94.97,60.91,0.44,36.12,16.05,83.05,0.38,0.93,5100.67,1082.77,North Carolina
1581,9.47,21.37,43.42,7.7,47.67,89.39,34.07,0.42,35.76,4.66,94.22,0.77,0.67,2898.86,150.31,North Carolina
1582,17.9,35.87,14.85,8.38,46.83,92.07,49.55,0.65,40.22,52.11,47.03,0.48,0.7,6192.45,828.73,North Carolina
1583,1.37,5.1,48.76,2.41,79.5,93.89,67.38,0.18,16.45,5.51,89.78,3.84,1.56,2942.65,161.68,North Carolina
1584,13.64,33.07,16.67,5.66,62.47,93.55,52.64,1.84,27.65,49.59,49.62,0.39,0.54,9192.55,1275.11,North Carolina
1585,14.65,35.05,14.58,6.03,63.46,93.51,48.05,3.88,32.04,40.2,58.27,0.59,1.33,8203.94,900.31,North Carolina
1586,13.04,30.14,15.99,5.41,56.08,90.53,50.78,4.87,39.34,43.56,55.6,0.35,0.7,12923.03,2210.88,North Carolina
1587,2.5,9.36,12.97,5.41,77.02,92.86,29.84,0.23,41.38,17.95,75.74,2.6,6.34,2493.72,255.89,North Carolina
1588,8.6,20.87,23.79,7.33,60.87,93.46,54.17,4.63,32.71,38.28,57.57,1.52,3.15,9898.93,2089.28,North Carolina
1589,12.9,31.81,18.09,5.27,65.17,93.61,54.45,3.67,28.37,30.19,68.13,0.94,0.79,8434.49,1271.02,North Carolina
1590,7.63,20.79,29.94,4.52,67.55,93.15,53.67,6.57,29.48,33.95,63.88,1.43,0.96,6852.0,861.57,North Carolina
1591,11.46,27.89,23.39,4.21,66.94,92.91,51.84,1.55,27.97,17.06,81.38,1.01,0.78,10319.28,1122.96,North Carolina
1592,19.3,42.61,9.83,4.6,65.46,94.24,49.59,5.76,35.59,27.77,71.36,0.16,0.6,8013.12,861.93,North Carolina
1593,18.51,38.54,15.58,12.45,51.79,92.91,58.32,12.14,37.26,59.63,39.76,0.43,0.56,10379.78,559.55,Mississippi
1594,4.37,13.22,38.29,3.37,70.5,94.61,68.26,0.94,26.7,17.14,81.71,0.92,0.48,2721.06,122.69,Mississippi
1595,8.91,25.24,18.29,7.69,54.66,86.63,56.7,3.24,35.88,28.59,69.89,0.92,1.55,4197.55,394.74,Mississippi
1597,13.01,31.39,15.85,9.45,51.77,91.15,57.69,4.71,50.83,45.35,53.97,0.44,0.57,4287.54,445.94,Mississippi
1598,9.01,24.97,26.91,8.79,59.11,90.54,57.3,10.37,40.18,55.75,43.57,0.5,0.45,11722.35,1424.74,Mississippi
1599,2.84,8.27,46.51,3.2,81.4,91.6,34.83,0.39,13.37,12.05,87.0,0.67,0.94,5212.5,252.9,Mississippi
1600,21.36,41.31,18.79,11.24,49.22,92.64,48.81,16.99,46.69,59.17,40.18,0.45,0.38,11189.55,489.94,Mississippi
1601,11.14,26.04,27.04,9.73,51.51,90.02,46.14,4.02,41.16,40.43,58.22,1.06,0.98,6596.53,734.56,Mississippi
1602,15.74,35.93,15.95,10.95,45.99,90.78,61.56,1.75,59.83,46.2,53.46,0.16,0.46,8117.15,750.53,Mississippi
1603,4.98,16.66,25.78,6.83,61.41,92.61,66.55,1.81,26.98,6.19,90.92,2.41,1.48,4287.52,319.6,Mississippi
1604,14.83,35.08,18.92,9.19,55.44,92.29,52.71,3.15,34.86,51.17,48.29,0.32,0.78,4743.65,449.67,Mississippi
1605,8.03,23.94,21.88,4.5,65.44,94.89,61.08,1.59,41.11,24.37,75.19,0.27,0.51,7305.07,300.0,Mississippi
1606,4.65,14.33,34.1,3.52,68.0,96.63,79.1,2.22,53.33,12.24,87.1,0.51,0.6,1126.26,214.53,Mississippi
1607,15.56,31.12,18.69,12.38,47.77,88.45,62.36,4.0,53.2,50.34,49.31,0.23,0.5,7365.77,549.22,Mississippi
1608,13.53,35.31,10.42,15.88,49.5,90.57,77.4,10.43,60.67,65.48,34.27,0.12,0.39,6915.16,765.29,Mississippi
1609,9.05,26.06,16.25,7.65,58.0,88.43,59.28,3.36,40.81,21.46,77.22,0.92,0.97,9138.61,1090.36,Mississippi
1610,15.97,37.31,16.48,9.18,48.88,89.38,55.54,4.68,39.82,58.98,40.54,0.34,0.49,7333.64,700.29,Mississippi
1611,8.08,20.46,41.21,6.7,56.26,94.29,43.07,13.51,38.06,26.61,69.13,3.82,1.07,5314.62,709.29,Mississippi
1612,21.83,44.05,14.28,11.23,50.43,92.58,60.83,2.77,44.31,49.25,50.28,0.19,0.31,7839.24,2333.62,Mississippi
1721,17.59,36.09,12.26,7.06,57.9,92.53,67.75,9.83,47.22,44.58,54.68,0.38,0.61,5227.58,919.33,Virginia
1722,18.52,37.05,15.82,5.68,57.4,93.56,60.67,5.52,47.35,36.84,62.7,0.2,0.37,7554.61,682.23,Virginia
1723,13.61,30.52,21.74,5.97,56.27,92.33,58.2,4.31,40.48,26.41,72.45,0.76,0.72,4630.73,753.42,Virginia
1724,6.16,15.79,25.82,3.3,77.22,92.66,66.11,1.46,21.3,10.33,83.46,3.1,5.73,4038.14,301.31,Virginia
1725,11.51,26.25,26.07,3.32,61.46,92.4,37.3,3.43,22.02,21.63,76.04,1.08,2.43,3471.38,446.77,Virginia
1726,4.44,10.16,45.16,2.5,72.97,97.0,81.02,1.83,28.66,4.11,84.71,9.27,4.78,2966.26,94.07,Virginia
1727,8.71,22.19,16.69,3.93,63.21,96.53,72.15,0.44,25.76,0.8,96.5,2.2,1.0,5116.78,234.77,Virginia
1728,4.48,11.12,44.09,3.2,70.98,94.23,46.87,0.0,9.97,12.12,84.99,2.44,1.36,6028.22,699.49,Virginia
1729,6.89,20.66,18.44,5.93,65.93,91.72,50.03,3.83,33.24,33.57,62.58,2.33,2.77,5590.56,845.63,Virginia
1730,10.3,23.15,28.68,4.6,56.0,94.59,42.12,1.02,25.59,6.57,91.08,1.53,1.57,4264.75,151.78,Virginia
1731,10.42,23.91,17.85,2.39,61.98,95.34,67.43,0.67,20.98,4.48,94.6,0.69,0.47,2959.81,102.2,Virginia
1732,5.19,12.22,37.87,2.42,84.67,94.12,64.29,2.35,12.35,9.65,77.61,8.59,9.59,3446.55,127.65,Virginia
1733,5.46,15.64,29.42,2.91,68.46,96.89,82.7,3.31,50.41,0.76,97.48,1.46,0.87,1491.4,355.9,Virginia
1734,13.56,32.03,15.65,5.47,58.89,92.44,56.63,4.5,34.62,24.27,74.59,0.74,0.69,5007.38,578.8,Virginia
1735,11.84,24.56,29.06,6.07,44.64,94.74,47.84,2.08,35.99,6.0,91.86,1.71,1.1,2627.45,363.7,Virginia
1736,12.64,32.58,10.03,7.2,60.04,93.65,56.93,3.11,34.53,25.58,72.23,1.33,1.81,5299.81,708.53,Virginia
1737,14.9,31.17,18.78,4.77,64.7,92.62,45.38,2.35,22.79,10.02,88.64,0.95,1.0,7368.42,711.46,Virginia
1738,6.84,20.31,19.07,5.87,64.86,92.63,59.25,1.22,27.29,38.85,58.41,1.75,1.97,5054.1,455.92,Virginia
1739,6.97,16.26,42.9,4.87,46.89,87.58,36.39,0.61,48.78,15.21,81.25,2.91,1.31,3689.11,212.83,Virginia
1740,16.4,31.37,17.22,4.01,66.17,95.92,67.49,0.39,40.62,5.31,94.3,0.33,0.51,4743.62,112.94,Virginia
1741,17.42,37.76,13.54,8.45,54.17,90.95,50.86,10.91,46.45,72.13,26.56,0.75,1.23,6682.63,1332.66,Virginia
1742,14.05,28.82,18.19,4.82,58.1,95.77,62.26,2.69,24.25,9.43,89.93,0.24,0.81,4198.13,337.96,Virginia
1743,8.78,27.31,16.82,6.1,64.57,90.6,44.02,3.94,30.95,39.05,56.74,2.61,2.91,8027.25,1135.5,Virginia
1744,20.69,42.55,12.42,8.71,54.71,93.2,59.44,6.5,51.74,36.62,62.66,0.49,0.52,3850.44,385.23,Virginia
1745,19.45,41.92,8.06,6.16,60.67,94.3,60.33,3.52,44.37,8.43,90.66,0.28,1.05,4086.75,177.04,Virginia
1746,12.2,31.91,24.24,6.43,58.44,90.65,46.3,10.89,40.3,55.22,43.35,0.88,0.93,9371.69,1617.17,Virginia
1747,13.6,28.58,17.78,3.58,56.01,94.29,61.24,1.4,49.04,12.6,86.59,0.42,0.69,3021.12,171.38,Virginia
1748,6.0,13.09,48.55,3.5,76.42,91.46,40.48,0.58,10.12,21.89,69.07,4.17,9.69,6668.42,659.56,Virginia
1749,7.61,17.31,28.55,2.11,77.4,90.68,55.12,0.31,31.44,12.26,85.3,1.4,2.43,2432.92,150.18,Virginia
1750,7.95,22.89,16.9,4.23,67.88,93.22,72.96,8.05,32.14,27.41,70.67,1.25,1.26,3922.8,430.93,Virginia
1751,12.62,33.36,11.62,7.33,57.5,91.62,55.87,7.65,39.16,47.33,51.21,0.8,1.31,7757.52,1308.07,Virginia
1752,3.4,8.25,61.57,6.88,45.37,94.25,31.6,0.59,23.46,4.27,87.43,7.7,1.76,2242.52,112.41,Virginia
1753,3.06,12.03,25.5,3.86,73.79,92.2,62.49,0.68,28.06,13.91,80.5,4.33,3.09,4465.56,286.27,Virginia
1754,18.33,37.36,16.96,7.46,54.48,91.36,52.26,2.41,49.4,34.26,65.09,0.31,0.53,6474.24,1849.3,South Carolina
1755,18.7,39.06,14.77,9.13,51.53,93.05,61.75,3.73,64.07,41.48,57.56,0.56,0.69,5317.24,1527.29,South Carolina
1756,5.83,18.08,25.47,3.62,65.69,92.13,63.34,2.61,28.54,15.59,83.14,0.99,0.67,4218.33,560.56,South Carolina
1757,10.29,22.13,20.58,5.4,64.5,93.31,47.39,2.74,54.55,38.25,59.81,1.16,1.58,6068.38,1462.29,South Carolina
1758,16.51,37.12,17.69,6.92,62.13,93.54,53.87,3.65,34.16,38.14,60.42,0.82,0.64,6650.96,2047.92,South Carolina
1759,11.24,27.54,29.3,5.67,61.42,91.11,46.79,7.23,30.23,35.16,63.62,0.85,1.04,8930.03,1756.32,South Carolina
1760,3.89,16.16,21.44,4.1,70.87,72.06,46.68,0.91,27.28,14.08,83.71,1.49,1.54,16628.13,1454.74,South Carolina
1761,26.95,52.39,9.22,6.47,54.86,93.45,56.17,2.03,34.24,26.53,72.89,0.15,0.78,5675.59,1329.57,South Carolina
1762,0.74,5.4,35.93,2.94,82.33,96.76,85.16,0.81,41.13,10.93,87.31,1.43,0.66,2541.71,179.32,South Carolina
1763,5.46,11.77,56.99,5.77,54.64,95.42,47.02,0.0,36.94,12.22,83.06,4.33,1.02,4549.94,358.97,South Carolina
1764,8.24,26.15,11.41,4.82,71.56,88.32,37.49,5.08,55.87,34.35,62.67,1.63,2.48,11491.32,2264.09,South Carolina
1765,8.09,21.56,21.51,3.64,74.76,94.07,68.46,0.38,15.79,10.13,88.55,0.67,1.51,2285.85,153.93,South Carolina
1766,5.7,16.7,25.54,4.22,67.32,91.73,59.67,3.28,39.12,17.84,80.61,0.74,1.47,7323.23,699.98,South Carolina
1767,19.0,43.05,13.75,7.69,54.49,91.93,48.8,11.53,52.88,43.14,56.11,0.41,0.52,5977.86,2885.57,South Carolina
1768,14.51,34.09,23.43,6.9,56.69,93.1,48.22,5.33,37.88,45.63,53.11,0.91,0.78,11646.63,3414.57,South Carolina
1769,21.41,40.53,12.48,9.29,57.35,92.29,62.11,3.81,54.29,39.06,59.75,0.97,0.3,3049.81,393.73,South Carolina
1770,9.23,23.98,31.66,5.87,59.96,91.85,45.02,3.86,32.8,43.69,53.67,1.43,1.98,9737.98,2109.96,South Carolina
1771,3.97,12.72,14.14,2.85,71.79,96.28,46.55,0.0,42.66,12.72,83.03,2.64,4.13,2405.44,232.55,South Carolina
1772,7.11,20.26,15.72,2.83,68.22,94.5,56.74,0.68,30.41,9.32,87.84,1.49,2.41,4250.21,487.73,South Carolina
1773,9.29,23.46,29.44,5.15,60.02,89.6,48.14,8.94,59.71,41.58,57.23,0.85,0.81,7364.72,1283.7,South Carolina
1774,3.88,11.61,28.41,2.67,75.09,94.96,68.39,0.87,19.57,14.46,84.34,0.93,1.1,2173.42,212.78,South Carolina
1775,3.14,9.74,41.75,1.97,73.01,94.74,62.06,1.22,27.18,9.19,89.93,0.63,0.93,4129.36,147.79,South Carolina
1776,10.97,28.8,15.67,4.18,65.24,90.35,56.63,1.22,28.46,17.94,80.92,0.73,0.6,11105.61,1889.44,South Carolina
1777,9.75,20.62,33.06,4.96,56.88,90.71,66.18,3.02,37.78,30.86,68.03,0.64,0.86,4957.98,504.2,South Carolina
1778,16.94,35.79,16.24,5.31,62.94,93.64,69.62,1.24,44.06,12.49,86.65,0.3,0.84,2796.81,568.5,South Carolina
1779,13.22,28.93,23.47,9.46,48.0,91.35,55.21,2.89,28.67,59.87,39.16,0.82,0.49,10344.33,1790.5,South Carolina
1780,10.33,26.53,16.5,4.88,64.77,93.94,67.44,2.45,33.22,19.44,79.4,0.7,1.02,7813.69,1292.78,South Carolina
1781,16.43,30.88,22.54,6.17,56.82,93.93,57.39,2.23,44.69,47.04,52.28,0.45,0.57,8987.86,1678.68,South Carolina
1822,15.8,25.73,13.05,6.85,55.78,95.58,58.78,2.54,39.41,0.11,99.03,0.34,0.34,3374.37,51.91,Wisconsin
1823,8.38,21.39,19.6,4.82,61.2,96.01,56.98,0.57,35.63,0.79,96.25,2.18,0.83,5691.4,155.25,Wisconsin
1824,12.93,19.79,30.23,7.56,54.07,95.24,44.64,0.46,39.81,1.2,94.56,3.5,0.82,6199.75,39.87,Wisconsin
1825,11.51,20.01,23.91,5.96,56.4,95.57,51.58,0.79,23.3,0.51,95.73,2.79,0.85,6436.57,242.54,Wisconsin
1826,8.04,22.68,15.93,9.73,54.86,94.15,61.19,9.08,38.36,0.53,96.09,0.84,0.52,6766.78,273.7,Wisconsin
1827,3.31,10.83,29.54,2.38,69.18,97.04,71.46,0.0,58.24,0.15,97.68,1.74,1.18,4782.25,74.62,Wisconsin
1828,5.76,16.07,20.89,2.75,74.66,98.02,56.32,1.77,14.16,0.67,98.15,0.56,1.0,4348.07,74.08,Wisconsin
1829,14.49,24.61,17.42,3.99,60.74,96.08,63.0,1.83,30.83,0.13,93.05,5.98,0.65,3809.48,48.58,Wisconsin
1830,11.36,21.34,14.48,4.21,66.64,96.69,63.61,0.0,33.11,0.09,99.37,0.37,0.34,3348.07,84.64,Wisconsin
1831,5.96,13.83,26.47,2.95,73.58,97.26,62.58,0.65,18.83,0.21,98.5,0.7,0.57,5596.66,208.53,Wisconsin
1832,3.59,7.56,42.18,2.06,76.78,96.56,48.59,0.49,25.12,1.28,96.72,1.27,0.93,3295.57,75.52,Wisconsin
1833,9.28,17.23,35.24,2.57,57.35,95.31,74.66,0.37,18.08,5.22,92.0,2.35,0.86,7505.63,405.71,Wisconsin
1834,8.95,23.2,9.13,4.98,64.88,97.36,58.92,0.99,37.62,0.57,97.78,0.6,2.19,3590.24,217.26,Wisconsin
1835,10.99,21.56,12.43,7.06,54.35,96.37,64.86,0.35,32.75,0.1,96.78,1.67,0.73,5531.82,264.97,Wisconsin
1836,6.25,15.88,21.05,2.46,64.11,96.41,64.31,0.64,32.05,0.04,99.5,0.24,0.64,2822.0,168.48,Wisconsin
1837,3.73,7.47,48.85,2.84,67.25,96.62,91.39,1.37,43.38,2.31,96.22,1.26,0.74,1223.96,9.24,Wisconsin
1838,12.31,23.96,14.68,4.22,62.42,95.9,63.28,0.0,31.71,0.13,98.56,0.56,1.18,5366.7,260.97,Wisconsin
1839,8.13,17.41,36.12,4.36,58.45,95.53,36.6,2.56,25.0,1.92,95.28,1.7,1.9,2590.9,137.89,Wisconsin
1840,7.7,20.6,14.81,4.6,63.44,97.54,61.14,0.48,44.44,0.32,98.08,0.54,1.88,4217.19,122.74,Wisconsin
1841,3.84,9.38,41.98,3.52,68.16,96.64,46.96,0.97,21.78,4.24,90.72,3.91,2.03,5118.88,321.68,Wisconsin
1842,4.23,12.77,21.7,2.6,76.04,96.69,75.36,0.0,29.59,0.42,98.73,0.49,0.56,2573.19,61.12,Wisconsin
1843,11.74,21.81,10.72,5.09,64.15,98.0,71.0,0.0,37.08,0.06,97.1,1.89,0.47,2657.0,74.96,Wisconsin
1844,7.85,12.51,30.51,6.32,68.63,97.19,50.99,0.0,20.2,0.63,97.64,1.14,0.67,5967.45,103.33,Wisconsin
1845,9.08,19.15,16.66,5.42,64.66,96.62,56.56,0.6,30.01,0.47,94.22,2.32,1.1,4114.51,435.6,Wisconsin
1846,3.88,13.6,18.34,2.93,73.97,96.6,84.79,1.02,30.1,0.08,99.33,0.24,0.86,1217.03,29.8,Wisconsin
1847,12.71,25.55,14.48,5.79,57.24,95.75,65.96,1.37,48.29,0.22,96.37,2.52,1.15,4975.71,110.97,Wisconsin
1848,8.78,21.46,11.41,4.43,65.71,96.97,62.07,1.08,37.63,0.03,98.01,0.83,0.96,4591.25,44.64,Wisconsin
1849,6.98,13.33,30.66,1.79,71.01,95.42,73.27,0.0,8.19,6.45,91.2,1.77,1.19,3985.66,141.75,Wisconsin
1850,5.89,14.86,25.3,3.09,72.49,96.24,55.45,0.36,10.0,0.56,95.37,1.26,5.91,3294.13,138.56,Wisconsin
1852,7.29,15.51,23.84,3.85,66.56,97.19,66.15,0.81,39.13,0.25,96.43,2.58,0.89,3807.28,64.14,Wisconsin
1853,15.8,28.61,14.12,3.9,65.66,97.36,58.1,0.83,20.83,0.15,98.74,0.51,1.31,3879.54,105.5,Wisconsin
1854,10.43,24.22,11.19,4.57,62.12,95.38,71.53,1.2,48.8,0.21,97.61,1.27,0.72,2858.43,45.13,Wisconsin
1855,6.0,15.89,20.5,4.46,65.18,97.44,67.13,1.27,36.71,0.19,98.02,0.94,1.03,3316.51,174.98,Wisconsin
1856,10.04,19.66,16.54,3.43,68.31,97.74,62.96,0.5,25.87,0.13,98.74,0.47,0.92,4516.13,127.57,Wisconsin
1857,9.55,19.28,21.43,6.24,59.81,95.56,49.56,1.08,26.11,0.72,93.78,4.85,0.88,5634.96,74.09,Wisconsin
1858,5.27,12.1,18.08,3.59,74.42,97.36,61.09,0.0,10.91,0.39,98.02,0.6,0.36,4888.0,155.08,Wisconsin
1859,13.58,23.13,19.83,4.82,65.08,96.97,62.57,0.0,31.51,0.19,98.55,0.9,0.63,3910.87,151.58,Wisconsin
1860,5.78,13.91,26.83,2.91,74.5,96.87,67.79,0.73,27.01,0.22,99.04,0.45,0.38,5552.95,54.75,Wisconsin
1861,9.18,26.84,12.18,7.8,59.77,95.9,61.99,2.74,28.48,6.39,89.78,0.56,5.89,5063.63,536.08,Wisconsin
1862,6.14,18.84,15.53,5.85,66.0,96.38,65.56,4.05,31.76,0.55,98.08,0.82,1.15,6512.56,197.14,Wisconsin
1863,1.31,4.46,61.25,1.96,68.3,98.21,84.01,0.0,20.2,0.5,97.77,1.44,1.18,2397.74,35.26,Wisconsin
1864,3.38,8.98,41.74,2.25,65.15,97.43,91.54,0.63,19.05,0.39,96.87,2.44,0.74,3823.66,177.84,Wisconsin
1865,7.74,20.43,21.34,4.04,64.63,96.35,73.96,0.68,43.49,4.87,92.81,0.8,3.73,3425.98,210.97,Wisconsin
1866,7.99,18.98,21.38,3.6,67.7,97.86,66.94,1.15,27.59,0.13,98.47,0.66,1.22,4941.99,79.71,Wisconsin
1867,5.73,17.41,21.03,4.44,69.72,97.34,82.9,1.04,21.24,1.38,96.8,0.81,2.13,1818.82,48.33,Wisconsin
1868,9.81,28.5,14.83,8.88,58.32,94.62,44.77,11.21,35.5,30.45,63.37,1.88,6.27,7218.05,966.16,Wisconsin
1869,9.54,24.37,12.18,7.55,54.32,91.74,68.8,0.69,47.59,0.04,99.19,0.23,0.41,4019.73,121.32,Wisconsin
1870,6.71,15.08,19.94,3.27,69.89,97.75,79.61,1.33,25.66,0.28,98.83,0.54,0.6,2873.38,90.66,Wisconsin
1871,8.2,27.57,11.31,8.36,60.37,94.83,60.18,3.86,46.28,15.67,81.81,1.16,1.94,5698.58,343.81,Wisconsin
1872,11.53,24.6,13.24,5.25,63.56,95.7,61.63,1.02,46.21,0.21,94.41,3.88,2.52,5494.94,145.74,Wisconsin
1873,10.14,28.02,14.85,7.63,60.31,95.81,59.62,6.26,38.66,18.45,76.37,0.54,8.13,6709.88,811.92,Wisconsin
1874,6.1,18.88,15.89,3.79,72.87,97.49,65.73,0.0,24.73,0.73,96.89,0.86,3.21,4467.18,128.51,Wisconsin
1875,3.24,8.19,53.98,2.78,66.26,97.6,47.19,0.0,28.57,1.54,96.24,1.62,1.64,4152.3,161.4,Wisconsin
1876,2.52,7.34,37.44,1.9,80.77,95.72,39.01,0.0,15.03,4.47,93.33,1.34,1.49,2741.56,232.83,Wisconsin
1877,10.45,21.78,14.08,5.06,62.18,96.45,62.46,1.48,39.52,0.3,97.8,0.77,1.52,6667.17,398.42,Wisconsin
1878,3.28,9.69,28.66,2.54,73.98,96.64,84.63,0.25,10.32,0.24,98.4,0.99,0.83,2225.17,113.19,Wisconsin
1879,7.35,15.1,23.87,5.91,60.01,96.46,57.2,0.66,25.56,0.38,95.16,3.65,0.61,4906.1,144.2,Wisconsin
1880,7.32,14.58,22.2,3.34,66.56,97.24,67.58,1.22,25.0,0.23,98.52,0.21,0.43,3084.93,157.66,Wisconsin
1881,7.3,20.84,12.36,4.01,64.0,97.44,59.4,0.43,29.79,0.3,98.23,0.63,1.45,4516.38,236.43,Wisconsin
1882,12.59,29.21,21.73,7.11,55.4,91.52,49.86,7.04,33.72,15.78,82.73,1.04,0.67,6179.34,1693.42,Tennessee
1883,0.72,4.95,54.34,3.1,66.76,95.68,92.93,0.42,26.05,1.59,96.96,1.3,0.5,2335.71,64.88,Tennessee
1884,14.76,35.01,11.45,7.56,54.95,93.4,56.96,1.64,45.07,21.14,78.28,0.22,0.48,9190.17,919.02,Tennessee
1885,5.33,16.66,21.1,3.69,71.42,91.73,72.81,0.87,32.78,2.33,96.7,0.56,0.83,2510.89,400.56,Tennessee
1886,6.05,14.4,35.48,4.91,58.11,92.67,66.51,0.75,30.61,7.98,89.38,2.06,0.97,5755.67,342.06,Tennessee
1887,6.32,16.88,25.62,2.65,69.67,96.01,83.54,1.09,37.5,11.12,88.2,0.38,0.76,2377.95,80.61,Tennessee
1888,9.55,29.64,11.21,5.03,68.77,91.04,55.85,1.47,30.04,6.75,92.48,0.3,1.12,3071.89,292.0,Tennessee
1889,7.4,18.69,18.47,6.29,67.46,92.04,54.66,2.41,25.23,20.9,74.96,2.18,3.86,3814.79,1130.86,Tennessee
1890,19.77,40.08,10.47,6.1,56.13,93.66,56.85,4.18,44.25,30.21,69.48,0.16,0.49,6593.18,1390.25,Tennessee
1891,24.88,44.71,10.09,6.23,57.91,92.23,60.05,1.46,41.75,17.01,81.68,0.85,0.65,3679.75,583.99,Tennessee
1892,12.71,31.04,18.24,6.9,56.09,89.33,54.23,4.3,34.47,33.67,64.97,0.97,0.64,8666.52,1960.67,Tennessee
1893,24.59,45.4,9.82,7.05,54.54,92.48,58.02,1.82,31.17,4.96,93.83,0.65,0.7,6331.38,1000.98,Tennessee
1894,10.89,29.57,17.48,8.71,57.95,92.46,55.15,12.56,34.37,54.84,44.01,0.79,0.73,8501.39,1633.81,Tennessee
1895,0.61,2.78,53.52,2.28,70.03,96.24,89.58,0.96,24.64,1.85,95.15,2.72,0.85,1836.38,27.49,Tennessee
1896,10.5,23.03,27.24,5.97,64.7,91.46,47.57,2.32,20.34,14.49,82.31,2.79,0.8,6476.47,791.96,Tennessee
1898,25.26,44.8,11.96,7.35,54.78,95.1,53.84,2.32,26.38,19.32,80.12,0.26,0.44,6504.83,966.56,Tennessee
1899,22.98,40.15,17.39,9.34,51.6,93.44,62.86,1.18,34.71,9.42,89.8,0.51,0.5,4632.6,669.95,Tennessee
1900,7.97,24.1,17.99,4.97,61.5,89.35,54.55,0.9,19.94,5.46,93.04,0.88,1.11,5232.9,716.61,Tennessee
1902,10.81,23.2,28.74,3.52,70.75,89.48,54.62,0.43,14.24,17.99,81.05,0.51,0.92,4514.17,497.69,Tennessee
1903,15.7,33.26,14.22,5.89,59.54,92.79,61.29,2.63,29.14,20.6,78.55,0.38,0.74,5835.9,857.47,Tennessee
1904,17.77,30.36,24.39,6.58,56.55,92.23,50.29,0.83,27.32,2.87,95.01,1.76,0.75,3488.61,237.29,Tennessee
1905,23.93,42.63,11.21,7.93,53.03,94.24,57.74,0.56,30.21,9.01,90.36,0.31,0.43,6255.87,384.56,Tennessee
1906,21.54,40.94,11.42,8.68,56.17,96.1,60.3,0.0,36.67,53.49,45.97,0.16,0.7,5420.42,1522.7,Tennessee
